@relation trafico

@attribute dia {Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo}
@attribute mes {Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre}
@attribute hora numeric
@attribute tipo {Laboral,Festivo,Víspera}
@attribute cantidad numeric
@attribute lluvia {si, no}

@data
Jueves,Noviembre,11,Laboral,5256,no
Viernes,Noviembre,11,Laboral,3668,si
Sábado,Noviembre,11,Víspera,6733,si
Domingo,Noviembre,11,Festivo,6351,si
Lunes,Noviembre,12,Laboral,6694,si
Martes,Noviembre,12,Laboral,6731,si
Miércoles,Noviembre,12,Laboral,6919,si
Jueves,Noviembre,12,Laboral,6336,no
Viernes,Noviembre,12,Laboral,4640,si
Sábado,Noviembre,12,Víspera,6995,si
Domingo,Noviembre,12,Festivo,6803,si
Lunes,Noviembre,13,Laboral,7095,si
Martes,Noviembre,13,Laboral,6922,si
Miércoles,Noviembre,13,Laboral,7524,si
Jueves,Noviembre,13,Laboral,6754,no
Viernes,Noviembre,13,Laboral,5258,si
Sábado,Noviembre,13,Víspera,7118,si
Domingo,Noviembre,13,Festivo,6932,si
Lunes,Noviembre,14,Laboral,7933,si
Martes,Noviembre,14,Laboral,8110,si
Miércoles,Noviembre,14,Laboral,8801,si
Jueves,Noviembre,14,Laboral,6938,no
Viernes,Noviembre,14,Laboral,5676,si
Sábado,Noviembre,14,Víspera,8266,si
Domingo,Noviembre,14,Festivo,8269,si
Lunes,Noviembre,15,Laboral,8119,si
Martes,Noviembre,15,Laboral,8064,si
Miércoles,Noviembre,15,Laboral,8852,si
Jueves,Noviembre,15,Laboral,5770,no
Viernes,Noviembre,15,Laboral,4568,si
Sábado,Noviembre,15,Víspera,8772,si
Domingo,Noviembre,15,Festivo,8031,si
Lunes,Noviembre,16,Laboral,7098,si
Martes,Noviembre,16,Laboral,7038,si
Miércoles,Noviembre,16,Laboral,7551,si
Jueves,Noviembre,16,Laboral,4588,no
Viernes,Noviembre,16,Laboral,3470,si
Sábado,Noviembre,16,Víspera,7972,si
Domingo,Noviembre,16,Festivo,6863,si
Lunes,Noviembre,17,Laboral,6807,si
Martes,Noviembre,17,Laboral,7026,si
Miércoles,Noviembre,17,Laboral,7007,si
Jueves,Noviembre,17,Laboral,4784,no
Viernes,Noviembre,17,Laboral,4088,si
Sábado,Noviembre,17,Víspera,7405,si
Domingo,Noviembre,17,Festivo,7605,si
Lunes,Noviembre,18,Laboral,6947,si
Martes,Noviembre,18,Laboral,7016,si
Miércoles,Noviembre,18,Laboral,7105,si
Jueves,Noviembre,18,Laboral,5280,no
Viernes,Noviembre,18,Laboral,5220,si
Sábado,Noviembre,18,Víspera,7437,si
Domingo,Noviembre,18,Festivo,7406,si
Lunes,Noviembre,19,Laboral,6091,si
Martes,Noviembre,19,Laboral,5997,si
Miércoles,Noviembre,19,Laboral,6197,si
Jueves,Noviembre,19,Laboral,5032,no
Viernes,Noviembre,19,Laboral,4569,si
Sábado,Noviembre,19,Víspera,6617,si
Domingo,Noviembre,19,Festivo,6850,si
Lunes,Noviembre,20,Laboral,3552,si
Martes,Noviembre,20,Laboral,4764,si
Miércoles,Noviembre,20,Laboral,5168,si
Jueves,Noviembre,20,Laboral,6386,no
Viernes,Noviembre,20,Laboral,5362,si
Sábado,Noviembre,20,Víspera,6459,si
Domingo,Noviembre,20,Festivo,6973,si
Lunes,Noviembre,21,Laboral,6274,si
Martes,Noviembre,21,Laboral,6596,si
Miércoles,Noviembre,21,Laboral,6842,si
Jueves,Noviembre,21,Laboral,6362,no
Viernes,Noviembre,21,Laboral,5688,si
Sábado,Noviembre,21,Víspera,6065,si
Domingo,Noviembre,21,Festivo,6120,si
Lunes,Noviembre,22,Laboral,4548,si
Martes,Noviembre,22,Laboral,4394,si
Miércoles,Noviembre,22,Laboral,5320,si
Jueves,Noviembre,22,Laboral,5267,no
Viernes,Noviembre,22,Laboral,4130,si
Sábado,Noviembre,22,Víspera,4134,si
Domingo,Noviembre,22,Festivo,4352,si
Lunes,Noviembre,23,Laboral,2887,si
Martes,Noviembre,23,Laboral,2774,si
Miércoles,Noviembre,23,Laboral,3444,si
Jueves,Noviembre,23,Laboral,3616,no
Viernes,Noviembre,23,Laboral,2519,si
Sábado,Noviembre,23,Víspera,2556,si
Domingo,Noviembre,23,Festivo,2880,si
Lunes,Noviembre,24,Laboral,1734,si
Martes,Noviembre,24,Laboral,1876,si
Miércoles,Noviembre,24,Laboral,2257,si
Jueves,Noviembre,24,Laboral,2365,no
Viernes,Noviembre,24,Laboral,1414,si
Sábado,Noviembre,24,Víspera,1288,si
Domingo,Noviembre,24,Festivo,1503,si
Lunes,Noviembre,1,Laboral,874,si
Martes,Noviembre,1,Laboral,1690,no
Miércoles,Noviembre,1,Laboral,775,no
Jueves,Noviembre,1,Laboral,1604,no
Viernes,Noviembre,1,Laboral,2121,no
Sábado,Noviembre,1,Víspera,573,no
Domingo,Noviembre,1,Festivo,586,no
Lunes,Noviembre,2,Laboral,512,si
Martes,Noviembre,2,Laboral,714,no
Miércoles,Noviembre,2,Laboral,427,no
Jueves,Noviembre,2,Laboral,1107,no
Viernes,Noviembre,2,Laboral,1252,no
Sábado,Noviembre,2,Víspera,347,no
Domingo,Noviembre,2,Festivo,303,no
Lunes,Noviembre,3,Laboral,267,si
Martes,Noviembre,3,Laboral,322,no
Miércoles,Noviembre,3,Laboral,275,no
Jueves,Noviembre,3,Laboral,651,no
Viernes,Noviembre,3,Laboral,888,no
Sábado,Noviembre,3,Víspera,229,no
Domingo,Noviembre,3,Festivo,214,no
Lunes,Noviembre,4,Laboral,276,si
Martes,Noviembre,4,Laboral,236,no
Miércoles,Noviembre,4,Laboral,288,no
Jueves,Noviembre,4,Laboral,443,no
Viernes,Noviembre,4,Laboral,646,no
Sábado,Noviembre,4,Víspera,190,no
Domingo,Noviembre,4,Festivo,197,no
Lunes,Noviembre,5,Laboral,373,si
Martes,Noviembre,5,Laboral,414,no
Miércoles,Noviembre,5,Laboral,382,no
Jueves,Noviembre,5,Laboral,466,no
Viernes,Noviembre,5,Laboral,604,no
Sábado,Noviembre,5,Víspera,336,no
Domingo,Noviembre,5,Festivo,376,no
Lunes,Noviembre,6,Laboral,1205,si
Martes,Noviembre,6,Laboral,1256,no
Miércoles,Noviembre,6,Laboral,923,no
Jueves,Noviembre,6,Laboral,879,no
Viernes,Noviembre,6,Laboral,856,no
Sábado,Noviembre,6,Víspera,1235,no
Domingo,Noviembre,6,Festivo,1214,no
Lunes,Noviembre,7,Laboral,3924,si
Martes,Noviembre,7,Laboral,4333,no
Miércoles,Noviembre,7,Laboral,2182,no
Jueves,Noviembre,7,Laboral,1273,no
Viernes,Noviembre,7,Laboral,1051,no
Sábado,Noviembre,7,Víspera,4532,no
Domingo,Noviembre,7,Festivo,4531,no
Lunes,Noviembre,8,Laboral,6252,si
Martes,Noviembre,8,Laboral,7920,no
Miércoles,Noviembre,8,Laboral,6621,no
Jueves,Noviembre,8,Laboral,1945,no
Viernes,Noviembre,8,Laboral,1102,no
Sábado,Noviembre,8,Víspera,7875,no
Domingo,Noviembre,8,Festivo,7948,no
Lunes,Noviembre,9,Laboral,5804,si
Martes,Noviembre,9,Laboral,7880,no
Miércoles,Noviembre,9,Laboral,8300,no
Jueves,Noviembre,9,Laboral,3322,no
Viernes,Noviembre,9,Laboral,1621,no
Sábado,Noviembre,9,Víspera,8438,no
Domingo,Noviembre,9,Festivo,8828,no
Lunes,Noviembre,10,Laboral,5791,si
Martes,Noviembre,10,Laboral,6610,no
Miércoles,Noviembre,10,Laboral,6901,no
Jueves,Noviembre,10,Laboral,4362,no
Viernes,Noviembre,10,Laboral,2291,no
Sábado,Noviembre,10,Víspera,7042,no
Domingo,Noviembre,10,Festivo,6934,no
Lunes,Noviembre,11,Laboral,5727,si
Martes,Noviembre,11,Laboral,5567,no
Miércoles,Noviembre,11,Laboral,6630,no
Jueves,Noviembre,11,Laboral,5127,no
Viernes,Noviembre,11,Laboral,3363,no
Sábado,Noviembre,11,Víspera,6441,no
Domingo,Noviembre,11,Festivo,6494,no
Lunes,Noviembre,12,Laboral,5960,si
Martes,Noviembre,12,Laboral,5769,no
Miércoles,Noviembre,12,Laboral,6778,no
Jueves,Noviembre,12,Laboral,6082,no
Viernes,Noviembre,12,Laboral,4421,no
Sábado,Noviembre,12,Víspera,6893,no
Domingo,Noviembre,12,Festivo,6609,no
Lunes,Noviembre,13,Laboral,6268,si
Martes,Noviembre,13,Laboral,4293,no
Miércoles,Noviembre,13,Laboral,7203,no
Jueves,Noviembre,13,Laboral,6426,no
Viernes,Noviembre,13,Laboral,5112,no
Sábado,Noviembre,13,Víspera,6932,no
Domingo,Noviembre,13,Festivo,6766,no
Lunes,Noviembre,14,Laboral,6870,si
Martes,Noviembre,14,Laboral,6105,no
Miércoles,Noviembre,14,Laboral,8129,no
Jueves,Noviembre,14,Laboral,6909,no
Viernes,Noviembre,14,Laboral,5944,no
Sábado,Noviembre,14,Víspera,8079,no
Domingo,Noviembre,14,Festivo,8593,no
Lunes,Noviembre,15,Laboral,7494,si
Martes,Noviembre,15,Laboral,7388,no
Miércoles,Noviembre,15,Laboral,6650,no
Jueves,Noviembre,15,Laboral,6350,no
Viernes,Noviembre,15,Laboral,4988,no
Sábado,Noviembre,15,Víspera,8519,no
Domingo,Noviembre,15,Festivo,8894,no
Lunes,Noviembre,16,Laboral,6809,si
Martes,Noviembre,16,Laboral,6877,no
Miércoles,Noviembre,16,Laboral,6170,no
Jueves,Noviembre,16,Laboral,4627,no
Viernes,Noviembre,16,Laboral,3988,no
Sábado,Noviembre,16,Víspera,7392,no
Domingo,Noviembre,16,Festivo,8245,no
Lunes,Noviembre,17,Laboral,6517,si
Martes,Noviembre,17,Laboral,7023,no
Miércoles,Noviembre,17,Laboral,7240,no
Jueves,Noviembre,17,Laboral,4727,no
Viernes,Noviembre,17,Laboral,4559,no
Sábado,Noviembre,17,Víspera,6846,no
Domingo,Noviembre,17,Festivo,7303,no
Lunes,Noviembre,18,Laboral,7037,si
Martes,Noviembre,18,Laboral,7981,no
Miércoles,Noviembre,18,Laboral,7508,no
Jueves,Noviembre,18,Laboral,5412,no
Viernes,Noviembre,18,Laboral,5046,no
Sábado,Noviembre,18,Víspera,7561,no
Domingo,Noviembre,18,Festivo,7744,no
Lunes,Noviembre,19,Laboral,6558,si
Martes,Noviembre,19,Laboral,7913,no
Miércoles,Noviembre,19,Laboral,7853,no
Jueves,Noviembre,19,Laboral,5295,no
Viernes,Noviembre,19,Laboral,4705,no
Sábado,Noviembre,19,Víspera,7543,no
Domingo,Noviembre,19,Festivo,6548,no
Lunes,Noviembre,20,Laboral,6005,si
Martes,Noviembre,20,Laboral,7491,no
Miércoles,Noviembre,20,Laboral,7627,no
Jueves,Noviembre,20,Laboral,5949,no
Viernes,Noviembre,20,Laboral,5655,no
Sábado,Noviembre,20,Víspera,7069,no
Domingo,Noviembre,20,Festivo,5722,no
Lunes,Noviembre,21,Laboral,5760,si
Martes,Noviembre,21,Laboral,6305,no
Miércoles,Noviembre,21,Laboral,6881,no
Jueves,Noviembre,21,Laboral,6438,no
Viernes,Noviembre,21,Laboral,5265,no
Sábado,Noviembre,21,Víspera,5880,no
Domingo,Noviembre,21,Festivo,6264,no
Lunes,Noviembre,22,Laboral,4167,si
Martes,Noviembre,22,Laboral,4287,no
Miércoles,Noviembre,22,Laboral,5124,no
Jueves,Noviembre,22,Laboral,5170,no
Viernes,Noviembre,22,Laboral,3738,no
Sábado,Noviembre,22,Víspera,3855,no
Domingo,Noviembre,22,Festivo,4099,no
Lunes,Noviembre,23,Laboral,2702,si
Martes,Noviembre,23,Laboral,2706,no
Miércoles,Noviembre,23,Laboral,3476,no
Jueves,Noviembre,23,Laboral,3542,no
Viernes,Noviembre,23,Laboral,2407,no
Sábado,Noviembre,23,Víspera,2442,no
Domingo,Noviembre,23,Festivo,2561,no
Lunes,Noviembre,24,Laboral,1561,si
Martes,Noviembre,24,Laboral,1563,no
Miércoles,Noviembre,24,Laboral,2426,no
Jueves,Noviembre,24,Laboral,2781,no
Viernes,Noviembre,24,Laboral,1242,no
Sábado,Noviembre,24,Víspera,1297,no
Domingo,Noviembre,24,Festivo,1240,no
Lunes,Noviembre,1,Laboral,619,si
Martes,Noviembre,1,Laboral,730,si
Miércoles,Noviembre,1,Laboral,866,si
Jueves,Noviembre,1,Laboral,1591,si
Viernes,Noviembre,1,Laboral,2084,si
Sábado,Noviembre,1,Víspera,754,si
Domingo,Noviembre,1,Festivo,598,si
Lunes,Noviembre,2,Laboral,340,si
Martes,Noviembre,2,Laboral,403,si
Miércoles,Noviembre,2,Laboral,459,si
Jueves,Noviembre,2,Laboral,975,si
Viernes,Noviembre,2,Laboral,1226,si
Sábado,Noviembre,2,Víspera,349,si
Domingo,Noviembre,2,Festivo,305,si
Lunes,Noviembre,3,Laboral,193,si
Martes,Noviembre,3,Laboral,222,si
Miércoles,Noviembre,3,Laboral,246,si
Jueves,Noviembre,3,Laboral,599,si
Viernes,Noviembre,3,Laboral,818,si
Sábado,Noviembre,3,Víspera,230,si
Domingo,Noviembre,3,Festivo,227,si
Lunes,Noviembre,4,Laboral,191,si
Martes,Noviembre,4,Laboral,220,si
Miércoles,Noviembre,4,Laboral,231,si
Jueves,Noviembre,4,Laboral,389,si
Viernes,Noviembre,4,Laboral,615,si
Sábado,Noviembre,4,Víspera,189,si
Domingo,Noviembre,4,Festivo,243,si
Lunes,Noviembre,5,Laboral,367,si
Martes,Noviembre,5,Laboral,330,si
Miércoles,Noviembre,5,Laboral,401,si
Jueves,Noviembre,5,Laboral,432,si
Viernes,Noviembre,5,Laboral,629,si
Sábado,Noviembre,5,Víspera,327,si
Domingo,Noviembre,5,Festivo,391,si
Lunes,Noviembre,6,Laboral,1299,si
Martes,Noviembre,6,Laboral,1189,si
Miércoles,Noviembre,6,Laboral,1351,si
Jueves,Noviembre,6,Laboral,838,si
Viernes,Noviembre,6,Laboral,917,si
Sábado,Noviembre,6,Víspera,1246,si
Domingo,Noviembre,6,Festivo,1314,si
Lunes,Noviembre,7,Laboral,4469,si
Martes,Noviembre,7,Laboral,4456,si
Miércoles,Noviembre,7,Laboral,4418,si
Jueves,Noviembre,7,Laboral,1215,si
Viernes,Noviembre,7,Laboral,1030,si
Sábado,Noviembre,7,Víspera,4590,si
Domingo,Noviembre,7,Festivo,4483,si
Lunes,Noviembre,8,Laboral,7829,si
Martes,Noviembre,8,Laboral,7915,si
Miércoles,Noviembre,8,Laboral,8126,si
Jueves,Noviembre,8,Laboral,2044,si
Viernes,Noviembre,8,Laboral,1082,si
Sábado,Noviembre,8,Víspera,7870,si
Domingo,Noviembre,8,Festivo,7921,si
Lunes,Noviembre,9,Laboral,8536,si
Martes,Noviembre,9,Laboral,8680,si
Miércoles,Noviembre,9,Laboral,8468,si
Jueves,Noviembre,9,Laboral,3216,si
Viernes,Noviembre,9,Laboral,1557,si
Sábado,Noviembre,9,Víspera,7212,si
Domingo,Noviembre,9,Festivo,8458,si
Lunes,Noviembre,10,Laboral,7176,si
Martes,Noviembre,10,Laboral,6970,si
Miércoles,Noviembre,10,Laboral,6852,si
Jueves,Noviembre,10,Laboral,4400,si
Viernes,Noviembre,10,Laboral,2432,si
Sábado,Noviembre,10,Víspera,6964,si
Domingo,Noviembre,10,Festivo,7237,si
Lunes,Noviembre,11,Laboral,6542,si
Martes,Noviembre,11,Laboral,6189,si
Miércoles,Noviembre,11,Laboral,6364,si
Jueves,Noviembre,11,Laboral,5261,si
Viernes,Noviembre,11,Laboral,3684,si
Sábado,Noviembre,11,Víspera,6905,si
Domingo,Noviembre,11,Festivo,6408,si
Lunes,Noviembre,12,Laboral,6702,si
Martes,Noviembre,12,Laboral,6517,si
Miércoles,Noviembre,12,Laboral,6592,si
Jueves,Noviembre,12,Laboral,6331,si
Viernes,Noviembre,12,Laboral,4591,si
Sábado,Noviembre,12,Víspera,6668,si
Domingo,Noviembre,12,Festivo,6481,si
Lunes,Noviembre,13,Laboral,6843,si
Martes,Noviembre,13,Laboral,6881,si
Miércoles,Noviembre,13,Laboral,7385,si
Jueves,Noviembre,13,Laboral,6453,si
Viernes,Noviembre,13,Laboral,5187,si
Sábado,Noviembre,13,Víspera,6750,si
Domingo,Noviembre,13,Festivo,6675,si
Lunes,Noviembre,14,Laboral,8363,si
Martes,Noviembre,14,Laboral,8579,si
Miércoles,Noviembre,14,Laboral,9031,si
Jueves,Noviembre,14,Laboral,7200,si
Viernes,Noviembre,14,Laboral,5765,si
Sábado,Noviembre,14,Víspera,8229,si
Domingo,Noviembre,14,Festivo,8437,si
Lunes,Noviembre,15,Laboral,8607,si
Martes,Noviembre,15,Laboral,8698,si
Miércoles,Noviembre,15,Laboral,7989,si
Jueves,Noviembre,15,Laboral,6361,si
Viernes,Noviembre,15,Laboral,4896,si
Sábado,Noviembre,15,Víspera,8771,si
Domingo,Noviembre,15,Festivo,8998,si
Lunes,Noviembre,16,Laboral,5317,si
Martes,Noviembre,16,Laboral,7336,si
Miércoles,Noviembre,16,Laboral,7411,si
Jueves,Noviembre,16,Laboral,4703,si
Viernes,Noviembre,16,Laboral,3587,si
Sábado,Noviembre,16,Víspera,8408,si
Domingo,Noviembre,16,Festivo,7450,si
Lunes,Noviembre,17,Laboral,6885,si
Martes,Noviembre,17,Laboral,7142,si
Miércoles,Noviembre,17,Laboral,7268,si
Jueves,Noviembre,17,Laboral,4922,si
Viernes,Noviembre,17,Laboral,3967,si
Sábado,Noviembre,17,Víspera,7676,si
Domingo,Noviembre,17,Festivo,7045,si
Lunes,Noviembre,18,Laboral,7991,si
Martes,Noviembre,18,Laboral,7405,si
Miércoles,Noviembre,18,Laboral,7542,si
Jueves,Noviembre,18,Laboral,5506,si
Viernes,Noviembre,18,Laboral,5350,si
Sábado,Noviembre,18,Víspera,7787,si
Domingo,Noviembre,18,Festivo,7294,si
Lunes,Noviembre,19,Laboral,5986,si
Martes,Noviembre,19,Laboral,5775,si
Miércoles,Noviembre,19,Laboral,7156,si
Jueves,Noviembre,19,Laboral,5906,si
Viernes,Noviembre,19,Laboral,4636,si
Sábado,Noviembre,19,Víspera,7676,si
Domingo,Noviembre,19,Festivo,5741,si
Lunes,Noviembre,20,Laboral,5420,si
Martes,Noviembre,20,Laboral,6117,si
Miércoles,Noviembre,20,Laboral,7598,si
Jueves,Noviembre,20,Laboral,6282,si
Viernes,Noviembre,20,Laboral,6214,si
Sábado,Noviembre,20,Víspera,6969,si
Domingo,Noviembre,20,Festivo,5801,si
Lunes,Noviembre,21,Laboral,6521,si
Martes,Noviembre,21,Laboral,6787,si
Miércoles,Noviembre,21,Laboral,7186,si
Jueves,Noviembre,21,Laboral,5794,si
Viernes,Noviembre,21,Laboral,5576,si
Sábado,Noviembre,21,Víspera,6109,si
Domingo,Noviembre,21,Festivo,6200,si
Lunes,Noviembre,22,Laboral,4026,si
Martes,Noviembre,22,Laboral,4100,si
Miércoles,Noviembre,22,Laboral,5196,si
Jueves,Noviembre,22,Laboral,4893,si
Viernes,Noviembre,22,Laboral,3766,si
Sábado,Noviembre,22,Víspera,3817,si
Domingo,Noviembre,22,Festivo,3881,si
Lunes,Noviembre,23,Laboral,2886,si
Martes,Noviembre,23,Laboral,2762,si
Miércoles,Noviembre,23,Laboral,3244,si
Jueves,Noviembre,23,Laboral,3401,si
Viernes,Noviembre,23,Laboral,2225,si
Sábado,Noviembre,23,Víspera,2541,si
Domingo,Noviembre,23,Festivo,2581,si
Lunes,Noviembre,24,Laboral,1558,si
Martes,Noviembre,24,Laboral,2379,si
Miércoles,Noviembre,24,Laboral,2190,si
Jueves,Noviembre,24,Laboral,2600,si
Viernes,Noviembre,24,Laboral,1213,si
Sábado,Noviembre,24,Víspera,1158,si
Domingo,Noviembre,24,Festivo,1191,si
Lunes,Noviembre,1,Laboral,627,no
Martes,Noviembre,1,Laboral,759,no
Miércoles,Noviembre,1,Laboral,817,si
Jueves,Diciembre,1,Laboral,606,no
Viernes,Diciembre,1,Laboral,764,no
Sábado,Diciembre,1,Víspera,1676,si
Domingo,Diciembre,1,Festivo,1249,si
Lunes,Noviembre,2,Laboral,328,no
Martes,Noviembre,2,Laboral,417,no
Miércoles,Noviembre,2,Laboral,500,si
Jueves,Diciembre,2,Laboral,264,no
Viernes,Diciembre,2,Laboral,438,no
Sábado,Diciembre,2,Víspera,1020,si
Domingo,Diciembre,2,Festivo,890,si
Lunes,Noviembre,3,Laboral,235,no
Martes,Noviembre,3,Laboral,221,no
Miércoles,Noviembre,3,Laboral,272,si
Jueves,Diciembre,3,Laboral,213,no
Viernes,Diciembre,3,Laboral,236,no
Sábado,Diciembre,3,Víspera,655,si
Domingo,Diciembre,3,Festivo,727,si
Lunes,Noviembre,4,Laboral,204,no
Martes,Noviembre,4,Laboral,225,no
Miércoles,Noviembre,4,Laboral,277,si
Jueves,Diciembre,4,Laboral,209,no
Viernes,Diciembre,4,Laboral,248,no
Sábado,Diciembre,4,Víspera,435,si
Domingo,Diciembre,4,Festivo,550,si
Lunes,Noviembre,5,Laboral,362,no
Martes,Noviembre,5,Laboral,372,no
Miércoles,Noviembre,5,Laboral,420,si
Jueves,Diciembre,5,Laboral,349,no
Viernes,Diciembre,5,Laboral,414,no
Sábado,Diciembre,5,Víspera,436,si
Domingo,Diciembre,5,Festivo,500,si
Lunes,Noviembre,6,Laboral,1239,no
Martes,Noviembre,6,Laboral,1343,no
Miércoles,Noviembre,6,Laboral,1348,si
Jueves,Diciembre,6,Laboral,1218,no
Viernes,Diciembre,6,Laboral,1258,no
Sábado,Diciembre,6,Víspera,883,si
Domingo,Diciembre,6,Festivo,704,si
Lunes,Noviembre,7,Laboral,4511,no
Martes,Noviembre,7,Laboral,4506,no
Miércoles,Noviembre,7,Laboral,4416,si
Jueves,Diciembre,7,Laboral,4491,no
Viernes,Diciembre,7,Laboral,4673,no
Sábado,Diciembre,7,Víspera,1191,si
Domingo,Diciembre,7,Festivo,827,si
Lunes,Noviembre,8,Laboral,7964,no
Martes,Noviembre,8,Laboral,7967,no
Miércoles,Noviembre,8,Laboral,7849,si
Jueves,Diciembre,8,Laboral,7943,no
Viernes,Diciembre,8,Laboral,7923,no
Sábado,Diciembre,8,Víspera,1521,si
Domingo,Diciembre,8,Festivo,1066,si
Lunes,Noviembre,9,Laboral,8682,no
Martes,Noviembre,9,Laboral,8897,no
Miércoles,Noviembre,9,Laboral,8707,si
Jueves,Diciembre,9,Laboral,8029,no
Viernes,Diciembre,9,Laboral,5908,no
Sábado,Diciembre,9,Víspera,996,si
Domingo,Diciembre,9,Festivo,840,si
Lunes,Noviembre,10,Laboral,6904,no
Martes,Noviembre,10,Laboral,7020,no
Miércoles,Noviembre,10,Laboral,6906,si
Jueves,Diciembre,10,Laboral,7158,no
Viernes,Diciembre,10,Laboral,5731,no
Sábado,Diciembre,10,Víspera,3047,si
Domingo,Diciembre,10,Festivo,2431,si
Lunes,Noviembre,11,Laboral,6368,no
Martes,Noviembre,11,Laboral,6412,no
Miércoles,Noviembre,11,Laboral,6565,si
Jueves,Diciembre,11,Laboral,6949,no
Viernes,Diciembre,11,Laboral,5696,no
Sábado,Diciembre,11,Víspera,4806,si
Domingo,Diciembre,11,Festivo,3351,si
Lunes,Noviembre,12,Laboral,6622,no
Martes,Noviembre,12,Laboral,6798,no
Miércoles,Noviembre,12,Laboral,7003,si
Jueves,Diciembre,12,Laboral,5916,no
Viernes,Diciembre,12,Laboral,5076,no
Sábado,Diciembre,12,Víspera,5151,si
Domingo,Diciembre,12,Festivo,3488,si
Lunes,Noviembre,13,Laboral,7064,no
Martes,Noviembre,13,Laboral,7292,no
Miércoles,Noviembre,13,Laboral,7555,si
Jueves,Diciembre,13,Laboral,5895,no
Viernes,Diciembre,13,Laboral,4594,no
Sábado,Diciembre,13,Víspera,4197,si
Domingo,Diciembre,13,Festivo,3241,si
Lunes,Noviembre,14,Laboral,8619,no
Martes,Noviembre,14,Laboral,8610,no
Miércoles,Noviembre,14,Laboral,8966,si
Jueves,Diciembre,14,Laboral,6503,no
Viernes,Diciembre,14,Laboral,4485,no
Sábado,Diciembre,14,Víspera,3439,si
Domingo,Diciembre,14,Festivo,3111,si
Lunes,Noviembre,15,Laboral,8582,no
Martes,Noviembre,15,Laboral,9134,no
Miércoles,Noviembre,15,Laboral,9188,si
Jueves,Diciembre,15,Laboral,7523,no
Viernes,Diciembre,15,Laboral,3518,no
Sábado,Diciembre,15,Víspera,2938,si
Domingo,Diciembre,15,Festivo,2909,si
Lunes,Noviembre,16,Laboral,7719,no
Martes,Noviembre,16,Laboral,7802,no
Miércoles,Noviembre,16,Laboral,7519,si
Jueves,Diciembre,16,Laboral,8230,no
Viernes,Diciembre,16,Laboral,3342,no
Sábado,Diciembre,16,Víspera,1627,si
Domingo,Diciembre,16,Festivo,2676,si
Lunes,Noviembre,17,Laboral,7119,no
Martes,Noviembre,17,Laboral,7643,no
Miércoles,Noviembre,17,Laboral,7330,si
Jueves,Diciembre,17,Laboral,8261,no
Viernes,Diciembre,17,Laboral,3244,no
Sábado,Diciembre,17,Víspera,1732,si
Domingo,Diciembre,17,Festivo,2521,si
Lunes,Noviembre,18,Laboral,7525,no
Martes,Noviembre,18,Laboral,7709,no
Miércoles,Noviembre,18,Laboral,7409,si
Jueves,Diciembre,18,Laboral,8961,no
Viernes,Diciembre,18,Laboral,3628,no
Sábado,Diciembre,18,Víspera,3622,si
Domingo,Diciembre,18,Festivo,2823,si
Lunes,Noviembre,19,Laboral,6239,no
Martes,Noviembre,19,Laboral,6853,no
Miércoles,Noviembre,19,Laboral,6483,si
Jueves,Diciembre,19,Laboral,8280,no
Viernes,Diciembre,19,Laboral,7243,no
Sábado,Diciembre,19,Víspera,5839,si
Domingo,Diciembre,19,Festivo,5699,si
Lunes,Noviembre,20,Laboral,6967,no
Martes,Noviembre,20,Laboral,7505,no
Miércoles,Noviembre,20,Laboral,7888,si
Jueves,Diciembre,20,Laboral,7240,no
Viernes,Diciembre,20,Laboral,7165,no
Sábado,Diciembre,20,Víspera,5774,si
Domingo,Diciembre,20,Festivo,6688,si
Lunes,Noviembre,21,Laboral,6246,no
Martes,Noviembre,21,Laboral,6665,no
Miércoles,Noviembre,21,Laboral,7351,si
Jueves,Diciembre,21,Laboral,6338,no
Viernes,Diciembre,21,Laboral,6818,no
Sábado,Diciembre,21,Víspera,5193,si
Domingo,Diciembre,21,Festivo,4592,si
Lunes,Noviembre,22,Laboral,4057,no
Martes,Noviembre,22,Laboral,4358,no
Miércoles,Noviembre,22,Laboral,5445,si
Jueves,Diciembre,22,Laboral,4671,no
Viernes,Diciembre,22,Laboral,5000,no
Sábado,Diciembre,22,Víspera,4518,si
Domingo,Diciembre,22,Festivo,3235,si
Lunes,Noviembre,23,Laboral,2732,no
Martes,Noviembre,23,Laboral,2908,no
Miércoles,Noviembre,23,Laboral,3697,si
Jueves,Diciembre,23,Laboral,3219,no
Viernes,Diciembre,23,Laboral,3474,no
Sábado,Diciembre,23,Víspera,2903,si
Domingo,Diciembre,23,Festivo,2536,si
Lunes,Noviembre,24,Laboral,1428,no
Martes,Noviembre,24,Laboral,1725,no
Miércoles,Noviembre,24,Laboral,2478,si
Jueves,Diciembre,24,Laboral,2151,no
Viernes,Diciembre,24,Laboral,2185,no
Sábado,Diciembre,24,Víspera,1553,si
Domingo,Diciembre,24,Festivo,1168,si
Lunes,Diciembre,1,Laboral,650,si
Martes,Diciembre,1,Festivo,1053,no
Miércoles,Diciembre,1,Laboral,553,no
Jueves,Diciembre,1,Festivo,1138,no
Viernes,Diciembre,1,Laboral,774,no
Sábado,Diciembre,1,Víspera,1740,no
